,ID,Year,First Name,Middle Name,Last Name,party,Level,Position,state,race_ethnicity,state_name,ideology,leadership,district,Full Name,Link,User_name
128,623571k,2022,Haley,,Stevens,Democrat,Congress,U.S. Representative,MI,White,Michigan,0.3455374450585584,0.2585260084606234,11.0,Haley Stevens,https://twitter.com/RepHaleyStevens ," '@RepHaleyStevens',"
129,727678k,2022,Marilyn,,Strickland,Democrat,Congress,U.S. Representative,WA,"Black, Asian American/Pacific Islander",Washington,,,1.0,Marilyn Strickland,https://twitter.com/repstricklandwa ," '@repstricklandwa',"
130,216162k,2022,Claudia,,Tenney,Republican,Congress,U.S. Representative,NY,White,New York,,,22.0,Claudia Tenney,https://twitter.com/reptenney?lang=en ," '@reptenney',"
131,197530k,2022,Dina,C.,Titus,Democrat,Congress,U.S. Representative,NV,White,Nevada,0.2641112493866983,0.7483003013371524,1.0,Dina C. Titus,https://twitter.com/repdinatitus?lang=en ," '@repdinatitus',"
132,268236k,2022,Rashida,,Tlaib,Democrat,Congress,U.S. Representative,MI,Middle Eastern/North African,Michigan,0.0768066786786435,0.4866843170887746,13.0,Rashida Tlaib,https://twitter.com/reprashida?lang=en ," '@reprashida',"
133,267783k,2022,Norma,J.,Torres,Democrat,Congress,U.S. Representative,CA,Latina,California,0.2624313365382366,0.6328436984006053,35.0,Norma J. Torres,https://twitter.com/NormaJTorres ," '@NormaJTorres',"
134,636951k,2022,Lori,,Trahan,Democrat,Congress,U.S. Representative,MA,White,Massachusetts,0.2604619604898419,0.551988328059858,3.0,Lori Trahan,https://twitter.com/RepLoriTrahan ," '@RepLoriTrahan',"
135,601601k,2022,Lauren,A.,Underwood,Democrat,Congress,U.S. Representative,IL,Black,Illinois,0.297891537721708,0.598673946710786,14.0,Lauren A. Underwood,https://twitter.com/RepUnderwood ," '@RepUnderwood',"
136,661605k,2022,Beth,,Van Duyne,Republican,Congress,U.S. Representative,TX,White,Texas,,,24.0,Beth Van Duyne,https://twitter.com/RepBethVanDuyne ," '@RepBethVanDuyne',"
137,158981k,2022,Nydia,M.,Velazquez,Democrat,Congress,U.S. Representative,NY,Latina,New York,0.1488053253656201,0.8221746543087,7.0,Nydia M. Velazquez,https://twitter.com/NydiaVelazquez ," '@NydiaVelazquez',"
138,378827k,2022,Ann,L.,Wagner,Republican,Congress,U.S. Representative,MO,White,Missouri,0.7652186803503325,0.5758678596848883,2.0,Ann L. Wagner,https://twitter.com/RepAnnWagner," '@RepAnnWagner',"
139,227370k,2022,Jackie,Swihart,Walorski,Republican,Congress,U.S. Representative,IN,White,Indiana,0.7468174629198483,0.412767516673702,2.0,Jackie Swihart Walorski,https://twitter.com/repwalorski ," '@repwalorski',"
140,226499k,2022,Debbie,,Wasserman Schultz,Democrat,Congress,U.S. Representative,FL,White,Florida,0.2338098413457605,0.6077290843767422,23.0,Debbie Wasserman Schultz,https://twitter.com/RepDWStweets," '@RepDWStweets',"
141,158752k,2022,Maxine,,Waters,Democrat,Congress,U.S. Representative,CA,Black,California,0.2007677702460168,0.7563838718096276,43.0,Maxine Waters,https://twitter.com/RepMaxineWaters ," '@RepMaxineWaters',"
142,362925k,2022,Bonnie,,Watson Coleman,Democrat,Congress,U.S. Representative,NJ,Black,New Jersey,0.1012190212762527,0.6216527178730002,12.0,Bonnie Watson Coleman,https://twitter.com/RepBonnie ," '@RepBonnie',"
143,484877k,2022,Jennifer,T.,Wexton,Democrat,Congress,U.S. Representative,VA,White,Virginia,,,1.0,Jennifer T. Wexton,https://twitter.com/RepWexton," '@RepWexton',"
144,648743k,2022,Nikema,,Williams,Democrat,Congress,U.S. Representative,GA,Black,Georgia,,,5.0,Nikema Williams,https://twitter.com/repnikema ," '@repnikema',"
145,211856k,2022,Frederica,S.,Wilson,Democrat,Congress,U.S. Representative,FL,Black,Florida,0.1332639380766112,0.6819957177846114,24.0,Frederica S. Wilson,https://twitter.com/RepWilson , '@RepWilson'
